CaseID;Activity;Timestamp;Originator;Status_Halal
11016845761dffda1576199035418798;Cek certificate analysis;2022-01-13 10:24:02;uji;Syubhat
11016845761dffda1576199035418798;Cek kelompok bahan;2022-01-13 10:24:16;uji;Syubhat
11016845761dffda1576199035418798;Cek bahan kritis jam/selai;2022-01-13 10:24:32;uji;Syubhat
11016845761dffda1576199035418798;Cek jenis pewarna;2022-01-13 10:24:48;uji;Syubhat
11016845761dffda1576199035418798;Cek kandungan pewarna;2022-01-13 10:25:05;uji;Syubhat
11016845761dffda1576199035418798;Cek kandungan pelarut (pewarna);2022-01-13 10:25:23;uji;Halal
11016845761dffda1576199035418798;Cek kandungan pelapis (pewarna);2022-01-13 10:25:39;uji;Syubhat
11016845761dffda1576199035418798;Cek kehalalan hewan (pewarna);2022-01-13 10:25:56;uji;Halal
11016845761dffda1576199035418798;Cek metode penyembelihan (pewarna);2022-01-13 10:26:10;uji;Haram
11016845761dffda1576199035418798;Ambil Kesimpulan;2022-01-13 10:26:27;uji;Haram
11315917961ddb3a38293d7006696816;Cek informasi bahan;2022-01-11 16:43:21;uji;Syubhat
11315917961ddb3a38293d7006696816;Cek sertifikat halal;2022-01-11 16:43:35;uji;Syubhat
11315917961ddb3a38293d7006696816;Cek certificate analysis;2022-01-11 16:43:45;uji;Syubhat
11315917961ddb3a38293d7006696816;Cek kelompok bahan;2022-01-11 16:43:55;uji;Syubhat
11315917961ddb3a38293d7006696816;Cek bahan kritis emulsifier nabati;2022-01-11 16:44:06;uji;Syubhat
11315917961ddb3a38293d7006696816;Cek sumber enzim;2022-01-11 16:44:16;uji;Syubhat
11315917961ddb3a38293d7006696816;Cek certificate of analysis (Enzim);2022-01-11 16:44:26;uji;Syubhat
11315917961ddb3a38293d7006696816;Cek informasi COA (enzim);2022-01-11 16:44:37;uji;Haram
11315917961ddb3a38293d7006696816;Ambil Kesimpulan;2022-01-11 16:45:00;uji;Haram
12142944361de541765e5c0015615461;Cek informasi bahan;2022-01-12 04:07:56;uji;Syubhat
12142944361de541765e5c0015615461;Cek sertifikat halal;2022-01-12 04:08:05;uji;Syubhat
12142944361de541765e5c0015615461;Cek certificate analysis;2022-01-12 04:08:14;uji;Syubhat
12142944361de541765e5c0015615461;Cek kelompok bahan;2022-01-12 04:08:25;uji;Syubhat
12142944361de541765e5c0015615461;Cek bahan kritis margarin;2022-01-12 04:08:35;uji;Syubhat
12142944361de541765e5c0015615461;Cek jenis pewarna;2022-01-12 04:08:47;uji;Syubhat
12142944361de541765e5c0015615461;Cek kandungan pewarna;2022-01-12 04:08:57;uji;Syubhat
12142944361de541765e5c0015615461;Cek kandungan pelarut (pewarna);2022-01-12 04:09:08;uji;Syubhat
12142944361de541765e5c0015615461;Cek kandungan pelapis (pewarna);2022-01-12 04:09:42;uji;Syubhat
12142944361de541765e5c0015615461;Cek sumber etanol (pewarna);2022-01-12 04:09:26;uji;Halal
12142944361de541765e5c0015615461;Cek kehalalan hewan (pewarna);2022-01-12 04:09:52;uji;Haram
12142944361de541765e5c0015615461;Ambil Kesimpulan;2022-01-12 04:10:04;uji;Haram
12814331061dfff232b2792017212754;Cek informasi bahan;2022-01-13 10:30:02;uji;Syubhat
12814331061dfff232b2792017212754;Cek sertifikat halal;2022-01-13 10:30:13;uji;Syubhat
12814331061dfff232b2792017212754;Cek certificate analysis;2022-01-13 10:30:26;uji;Syubhat
12814331061dfff232b2792017212754;Cek kelompok bahan;2022-01-13 10:30:41;uji;Syubhat
12814331061dfff232b2792017212754;Cek bahan kritis jam/selai;2022-01-13 10:30:59;uji;Syubhat
12814331061dfff232b2792017212754;Cek jenis pewarna;2022-01-13 10:31:15;uji;Syubhat
12814331061dfff232b2792017212754;Cek kandungan pewarna;2022-01-13 10:31:31;uji;Syubhat
12814331061dfff232b2792017212754;Cek kandungan pelarut (pewarna);2022-01-13 10:31:49;uji;Syubhat
12814331061dfff232b2792017212754;Cek kandungan pelapis (pewarna);2022-01-13 10:32:17;uji;Halal
12814331061dfff232b2792017212754;Cek sumber etanol (pewarna);2022-01-13 10:32:03;uji;Haram
12814331061dfff232b2792017212754;Ambil Kesimpulan;2022-01-13 10:32:46;uji;Haram
12963867161e0ca5b861359058418099;Cek informasi bahan;2022-01-14 00:57:03;uji;Syubhat
12963867161e0ca5b861359058418099;Cek sertifikat halal;2022-01-14 00:57:09;uji;Syubhat
12963867161e0ca5b861359058418099;Cek certificate analysis;2022-01-14 00:57:17;uji;Syubhat
12963867161e0ca5b861359058418099;Cek kelompok bahan;2022-01-14 00:57:26;uji;Syubhat
12963867161e0ca5b861359058418099;Cek bahan kritis sari buah/konsentrat;2022-01-14 00:57:36;uji;Syubhat
12963867161e0ca5b861359058418099;Cek jenis pewarna;2022-01-14 00:57:47;uji;Syubhat
12963867161e0ca5b861359058418099;Cek kandungan pewarna;2022-01-14 00:57:56;uji;Syubhat
12963867161e0ca5b861359058418099;Cek kandungan pelarut (pewarna);2022-01-14 00:58:05;uji;Syubhat
12963867161e0ca5b861359058418099;Cek kandungan pelapis (pewarna);2022-01-14 00:58:24;uji;Halal
12963867161e0ca5b861359058418099;Cek sumber etanol (pewarna);2022-01-14 00:58:15;uji;Halal
12963867161e0ca5b861359058418099;Ambil Kesimpulan;2022-01-14 00:58:34;uji;Halal
12991333061dff8a791b5a8084510629;Cek informasi bahan;2022-01-13 10:02:22;uji;Syubhat
12991333061dff8a791b5a8084510629;Cek sertifikat halal;2022-01-13 10:02:33;uji;Syubhat
12991333061dff8a791b5a8084510629;Cek certificate analysis;2022-01-13 10:03:01;uji;Syubhat
12991333061dff8a791b5a8084510629;Cek kelompok bahan;2022-01-13 10:03:17;uji;Syubhat
12991333061dff8a791b5a8084510629;Cek bahan kritis jam/selai;2022-01-13 10:03:46;uji;Syubhat
12991333061dff8a791b5a8084510629;Cek jenis pewarna;2022-01-13 10:04:01;uji;Syubhat
12991333061dff8a791b5a8084510629;Cek kandungan pewarna;2022-01-13 10:04:15;uji;Syubhat
12991333061dff8a791b5a8084510629;Cek kandungan pelarut (pewarna);2022-01-13 10:04:30;uji;Halal
12991333061dff8a791b5a8084510629;Cek kandungan pelapis (pewarna);2022-01-13 10:04:45;uji;Halal
12991333061dff8a791b5a8084510629;Ambil Kesimpulan;2022-01-13 10:05:08;uji;Halal
13208007861e0cb3e58f4e8076699567;Cek informasi bahan;2022-01-14 01:00:50;uji;Syubhat
13208007861e0cb3e58f4e8076699567;Cek sertifikat halal;2022-01-14 01:00:57;uji;Syubhat
13208007861e0cb3e58f4e8076699567;Cek certificate analysis;2022-01-14 01:01:05;uji;Syubhat
13208007861e0cb3e58f4e8076699567;Cek kelompok bahan;2022-01-14 01:01:14;uji;Syubhat
13208007861e0cb3e58f4e8076699567;Cek bahan kritis sari buah/konsentrat;2022-01-14 01:01:29;uji;Syubhat
13208007861e0cb3e58f4e8076699567;Cek jenis pewarna;2022-01-14 01:01:39;uji;Syubhat
13208007861e0cb3e58f4e8076699567;Cek kandungan pewarna;2022-01-14 01:01:48;uji;Syubhat
13208007861e0cb3e58f4e8076699567;Cek kandungan pelarut (pewarna);2022-01-14 01:01:58;uji;Syubhat
13208007861e0cb3e58f4e8076699567;Cek kandungan pelapis (pewarna);2022-01-14 01:02:16;uji;Syubhat
13208007861e0cb3e58f4e8076699567;Cek sumber etanol (pewarna);2022-01-14 01:02:07;uji;Halal
13208007861e0cb3e58f4e8076699567;Cek kehalalan hewan (pewarna);2022-01-14 01:02:27;uji;Halal
13208007861e0cb3e58f4e8076699567;Cek metode penyembelihan (pewarna);2022-01-14 01:02:36;uji;Haram
13208007861e0cb3e58f4e8076699567;Ambil Kesimpulan;2022-01-14 01:02:47;uji;Haram
14245605461dea420b57544015292943;Cek informasi bahan;2022-01-12 09:49:25;uji;Syubhat
14245605461dea420b57544015292943;Cek sertifikat halal;2022-01-12 09:49:33;uji;Syubhat
14245605461dea420b57544015292943;Cek certificate analysis;2022-01-12 09:49:43;uji;Syubhat
14245605461dea420b57544015292943;Cek kelompok bahan;2022-01-12 09:49:54;uji;Syubhat
14245605461dea420b57544015292943;Cek bahan kritis jam/selai;2022-01-12 09:50:05;uji;Syubhat
14245605461dea420b57544015292943;Cek kandungan gula;2022-01-12 09:50:17;uji;Syubhat
14245605461dea420b57544015292943;Cek sumber karbon aktif (gula);2022-01-12 09:50:30;uji;Halal
14245605461dea420b57544015292943;Cek kandungan resin (gula);2022-01-12 09:50:47;uji;Syubhat
14245605461dea420b57544015292943;Cek kehalalan hewan resin (gula);2022-01-12 09:51:01;uji;Haram
14245605461dea420b57544015292943;Ambil Kesimpulan;2022-01-12 09:51:17;uji;Haram
15713500961dd2fa4676199015006375;Cek informasi bahan;2022-01-11 07:20:10;uji;Syubhat
15713500961dd2fa4676199015006375;Cek sertifikat halal;2022-01-11 07:20:18;uji;Syubhat
15713500961dd2fa4676199015006375;Cek certificate analysis;2022-01-11 07:20:29;uji;Syubhat
15713500961dd2fa4676199015006375;Cek kelompok bahan;2022-01-11 07:20:40;uji;Syubhat
15713500961dd2fa4676199015006375;Cek bahan kritis Dried Products;2022-01-11 07:21:35;uji;Syubhat
15780639661dd25f5aa3aa8062418630;Cek informasi bahan;2022-01-11 06:38:53;uji;Syubhat
15780639661dd25f5aa3aa8062418630;Cek sertifikat halal;2022-01-11 06:39:19;uji;Syubhat
15780639661dd25f5aa3aa8062418630;Cek certificate analysis;2022-01-11 06:39:30;uji;Syubhat
15780639661dd25f5aa3aa8062418630;Cek COA Kadar etanol;2022-01-11 06:39:44;uji;Halal
15780639661dd25f5aa3aa8062418630;Ambil Kesimpulan;2022-01-11 06:40:27;uji;Halal
16812133761ded426b67679002794094;Cek informasi bahan;2022-01-12 13:14:20;uji;Syubhat
16812133761ded426b67679002794094;Cek sertifikat halal;2022-01-12 13:14:27;uji;Syubhat
16812133761ded426b67679002794094;Cek certificate analysis;2022-01-12 13:14:38;uji;Syubhat
16812133761ded426b67679002794094;Cek kelompok bahan;2022-01-12 13:14:48;uji;Syubhat
16812133761ded426b67679002794094;Cek bahan kritis sari buah/konsentrat;2022-01-12 13:15:00;uji;Syubhat
16812133761ded426b67679002794094;Cek COA gelatin;2022-01-12 13:15:15;uji;Syubhat
16812133761ded426b67679002794094;Cek informasi COA gelatin;2022-01-12 13:15:24;uji;Halal
16812133761ded426b67679002794094;Ambil Kesimpulan;2022-01-12 13:15:48;uji;Halal
17272949261e0c4949c1882064070811;Cek informasi bahan;2022-01-14 00:32:25;uji;Syubhat
17272949261e0c4949c1882064070811;Cek sertifikat halal;2022-01-14 00:32:33;uji;Syubhat
17272949261e0c4949c1882064070811;Cek certificate analysis;2022-01-14 00:32:44;uji;Syubhat
17272949261e0c4949c1882064070811;Cek kelompok bahan;2022-01-14 00:32:55;uji;Syubhat
17272949261e0c4949c1882064070811;Cek bahan kritis sari buah/konsentrat;2022-01-14 00:33:07;uji;Syubhat
17272949261e0c4949c1882064070811;Cek kandungan gula;2022-01-14 00:33:22;uji;Syubhat
17272949261e0c4949c1882064070811;Cek sumber karbon aktif (gula);2022-01-14 00:33:33;uji;Syubhat
17272949261e0c4949c1882064070811;Cek kehalalan hewan karbon aktif (gula);2022-01-14 00:33:43;uji;Halal
17272949261e0c4949c1882064070811;Cek metode penyembelihan karbon aktif (gula);2022-01-14 00:33:54;uji;Halal
17272949261e0c4949c1882064070811;Ambil Kesimpulan;2022-01-14 00:34:13;uji;Halal
17965698261e0c9e5a3d3a6093994973;Cek informasi bahan;2022-01-14 00:55:05;uji;Syubhat
17965698261e0c9e5a3d3a6093994973;Cek sertifikat halal;2022-01-14 00:55:12;uji;Syubhat
17965698261e0c9e5a3d3a6093994973;Cek certificate analysis;2022-01-14 00:55:21;uji;Syubhat
17965698261e0c9e5a3d3a6093994973;Cek kelompok bahan;2022-01-14 00:55:30;uji;Syubhat
17965698261e0c9e5a3d3a6093994973;Cek bahan kritis sari buah/konsentrat;2022-01-14 00:55:39;uji;Syubhat
17965698261e0c9e5a3d3a6093994973;Cek jenis pewarna;2022-01-14 00:55:50;uji;Syubhat
17965698261e0c9e5a3d3a6093994973;Cek kandungan pewarna;2022-01-14 00:55:58;uji;Syubhat
17965698261e0c9e5a3d3a6093994973;Cek kandungan pelarut (pewarna);2022-01-14 00:56:08;uji;Halal
17965698261e0c9e5a3d3a6093994973;Cek kandungan pelapis (pewarna);2022-01-14 00:56:20;uji;Syubhat
17965698261e0c9e5a3d3a6093994973;Cek kehalalan hewan (pewarna);2022-01-14 00:56:30;uji;Halal
17965698261e0c9e5a3d3a6093994973;Cek metode penyembelihan (pewarna);2022-01-14 00:56:39;uji;Halal
17965698261e0c9e5a3d3a6093994973;Ambil Kesimpulan;2022-01-14 00:56:50;uji;Halal
18139648461dd9933c28361068883295;Cek informasi bahan;2022-01-11 14:50:35;uji;Syubhat
18139648461dd9933c28361068883295;Cek sertifikat halal;2022-01-11 14:50:43;uji;Syubhat
18139648461dd9933c28361068883295;Cek certificate analysis;2022-01-11 14:50:52;uji;Syubhat
18139648461dd9933c28361068883295;Cek kelompok bahan;2022-01-11 14:51:03;uji;Syubhat
18139648461dd9933c28361068883295;Cek bahan kritis tepung terigu;2022-01-11 14:51:13;uji;Syubhat
18139648461dd9933c28361068883295;Cek sertifikat halal vitamin;2022-01-11 14:51:25;uji;Syubhat
18139648461dd9933c28361068883295;Cek kandungan vitamin;2022-01-11 14:51:39;uji;Halal
18139648461dd9933c28361068883295;Cek proses produksi mikrobial (vitamin);2022-01-11 14:51:53;uji;Halal
18139648461dd9933c28361068883295;Ambil Kesimpulan;2022-01-11 14:52:06;uji;Halal
18203735361dfe54d2f48c6071999533;Cek informasi bahan;2022-01-13 08:39:50;uji;Syubhat
18203735361dfe54d2f48c6071999533;Cek sertifikat halal;2022-01-13 08:40:02;uji;Syubhat
18203735361dfe54d2f48c6071999533;Cek certificate analysis;2022-01-13 08:40:18;uji;Syubhat
18203735361dfe54d2f48c6071999533;Cek kelompok bahan;2022-01-13 08:40:34;uji;Syubhat
18203735361dfe54d2f48c6071999533;Cek bahan kritis margarin;2022-01-13 08:40:49;uji;Syubhat
18203735361dfe54d2f48c6071999533;Cek sertifikat halal vitamin;2022-01-13 08:41:06;uji;Syubhat
18203735361dfe54d2f48c6071999533;Cek kandungan vitamin;2022-01-13 08:41:22;uji;Halal
18203735361dfe54d2f48c6071999533;Cek proses produksi mikrobial (vitamin);2022-01-13 08:41:47;uji;Halal
18203735361dfe54d2f48c6071999533;Ambil Kesimpulan;2022-01-13 08:42:05;uji;Halal
18453979461e05365b03d07026841398;Cek informasi bahan;2022-01-13 16:29:33;uji;Syubhat
18453979461e05365b03d07026841398;Cek sertifikat halal;2022-01-13 16:29:42;uji;Syubhat
18453979461e05365b03d07026841398;Cek certificate analysis;2022-01-13 16:29:54;uji;Syubhat
18453979461e05365b03d07026841398;Cek kelompok bahan;2022-01-13 16:30:04;uji;Syubhat
18453979461e05365b03d07026841398;Cek bahan kritis manisan buah-buahan;2022-01-13 16:30:14;uji;Syubhat
18453979461e05365b03d07026841398;Cek jenis pewarna;2022-01-13 16:30:27;uji;Syubhat
18453979461e05365b03d07026841398;Cek kandungan pewarna;2022-01-13 16:30:36;uji;Syubhat
18453979461e05365b03d07026841398;Cek kandungan pelapis (pewarna);2022-01-13 16:30:48;uji;Halal
18453979461e05365b03d07026841398;Ambil Kesimpulan;2022-01-13 16:31:02;uji;Halal
18710327161de30cae069b4043840832;Cek informasi bahan;2022-01-12 01:37:21;uji;Syubhat
18710327161de30cae069b4043840832;Cek sertifikat halal;2022-01-12 01:37:29;uji;Syubhat
18710327161de30cae069b4043840832;Cek certificate analysis;2022-01-12 01:37:39;uji;Syubhat
18710327161de30cae069b4043840832;Cek kelompok bahan;2022-01-12 01:37:50;uji;Syubhat
18710327161de30cae069b4043840832;Cek bahan kritis minyak nabati;2022-01-12 01:38:00;uji;Syubhat
18710327161de30cae069b4043840832;Cek sumber karbon aktif;2022-01-12 01:38:12;uji;Syubhat
18710327161de30cae069b4043840832;Cek kehalalan hewan (karbon aktif);2022-01-12 01:38:21;uji;Halal
18710327161de30cae069b4043840832;Cek metode penyembelihan (karbon aktif);2022-01-12 01:38:33;uji;Halal
18710327161de30cae069b4043840832;Ambil Kesimpulan;2022-01-12 01:38:53;uji;Halal
18838500961e0cd1906dba8069998737;Cek informasi bahan;2022-01-14 01:08:44;uji;Syubhat
18838500961e0cd1906dba8069998737;Cek sertifikat halal;2022-01-14 01:08:50;uji;Syubhat
18838500961e0cd1906dba8069998737;Cek certificate analysis;2022-01-14 01:08:59;uji;Syubhat
18838500961e0cd1906dba8069998737;Cek kelompok bahan;2022-01-14 01:09:08;uji;Syubhat
18838500961e0cd1906dba8069998737;Cek bahan kritis sari buah/konsentrat;2022-01-14 01:09:18;uji;Syubhat
18838500961e0cd1906dba8069998737;Cek jenis pewarna;2022-01-14 01:09:28;uji;Syubhat
18838500961e0cd1906dba8069998737;Cek kandungan pewarna;2022-01-14 01:09:36;uji;Syubhat
18838500961e0cd1906dba8069998737;Cek kandungan pelarut (pewarna);2022-01-14 01:09:47;uji;Syubhat
18838500961e0cd1906dba8069998737;Cek kandungan pelapis (pewarna);2022-01-14 01:10:07;uji;Syubhat
18838500961e0cd1906dba8069998737;Cek sumber etanol (pewarna);2022-01-14 01:09:58;uji;Haram
18838500961e0cd1906dba8069998737;Cek kehalalan hewan (pewarna);2022-01-14 01:10:16;uji;Halal
18838500961e0cd1906dba8069998737;Cek metode penyembelihan (pewarna);2022-01-14 01:10:25;uji;Haram
18838500961e0cd1906dba8069998737;Ambil Kesimpulan;2022-01-14 01:10:36;uji;Haram
18954467761de5092d7f552020269270;Cek informasi bahan;2022-01-12 03:52:56;uji;Syubhat
18954467761de5092d7f552020269270;Cek sertifikat halal;2022-01-12 03:53:04;uji;Syubhat
18954467761de5092d7f552020269270;Cek certificate analysis;2022-01-12 03:53:15;uji;Syubhat
18954467761de5092d7f552020269270;Cek kelompok bahan;2022-01-12 03:53:25;uji;Syubhat
18954467761de5092d7f552020269270;Cek bahan kritis margarin;2022-01-12 03:53:37;uji;Syubhat
18954467761de5092d7f552020269270;Cek jenis pewarna;2022-01-12 03:53:48;uji;Syubhat
18954467761de5092d7f552020269270;Cek kandungan pewarna;2022-01-12 03:53:58;uji;Syubhat
18954467761de5092d7f552020269270;Cek kandungan pelarut (pewarna);2022-01-12 03:54:10;uji;Halal
18954467761de5092d7f552020269270;Cek kandungan pelapis (pewarna);2022-01-12 03:54:24;uji;Syubhat
18954467761de5092d7f552020269270;Cek kehalalan hewan (pewarna);2022-01-12 03:54:34;uji;Halal
18954467761de5092d7f552020269270;Cek metode penyembelihan (pewarna);2022-01-12 03:54:44;uji;Halal
18954467761de5092d7f552020269270;Ambil Kesimpulan;2022-01-12 03:54:56;uji;Halal
19772338861ddb550b66a55022626613;Cek informasi bahan;2022-01-11 16:50:30;uji;Syubhat
19772338861ddb550b66a55022626613;Cek sertifikat halal;2022-01-11 16:50:42;uji;Syubhat
19772338861ddb550b66a55022626613;Cek certificate analysis;2022-01-11 16:50:52;uji;Syubhat
19772338861ddb550b66a55022626613;Cek kelompok bahan;2022-01-11 16:51:02;uji;Syubhat
19772338861ddb550b66a55022626613;Cek bahan kritis emulsifier nabati;2022-01-11 16:51:13;uji;Syubhat
19772338861ddb550b66a55022626613;Cek sumber enzim;2022-01-11 16:51:23;uji;Syubhat
19772338861ddb550b66a55022626613;Cek certificate of analysis (Enzim);2022-01-11 16:51:34;uji;Syubhat
19772338861ddb550b66a55022626613;Cek kehalalan hewan (enzim);2022-01-11 16:51:44;uji;Halal
19772338861ddb550b66a55022626613;Cek metode penyembelihan (enzim);2022-01-11 16:51:55;uji;Haram
19772338861ddb550b66a55022626613;Ambil Kesimpulan;2022-01-11 16:52:16;uji;Haram
19827270561dea4adce12a2050307253;Cek informasi bahan;2022-01-12 09:51:46;uji;Syubhat
19827270561dea4adce12a2050307253;Cek sertifikat halal;2022-01-12 09:51:54;uji;Syubhat
19827270561dea4adce12a2050307253;Cek certificate analysis;2022-01-12 09:52:03;uji;Syubhat
19827270561dea4adce12a2050307253;Cek kelompok bahan;2022-01-12 09:52:14;uji;Syubhat
19827270561dea4adce12a2050307253;Cek bahan kritis jam/selai;2022-01-12 09:52:24;uji;Syubhat
19827270561dea4adce12a2050307253;Cek kandungan gula;2022-01-12 09:52:36;uji;Syubhat
19827270561dea4adce12a2050307253;Cek sumber karbon aktif (gula);2022-01-12 09:52:48;uji;Syubhat
19827270561dea4adce12a2050307253;Cek kandungan resin (gula);2022-01-12 09:53:13;uji;Halal
19827270561dea4adce12a2050307253;Cek kehalalan hewan karbon aktif (gula);2022-01-12 09:52:59;uji;Haram
19827270561dea4adce12a2050307253;Ambil Kesimpulan;2022-01-12 09:53:32;uji;Haram
20248413061dfedbb644753078837433;Cek informasi bahan;2022-01-13 09:15:46;uji;Syubhat
20248413061dfedbb644753078837433;Cek sertifikat halal;2022-01-13 09:15:57;uji;Syubhat
20248413061dfedbb644753078837433;Cek certificate analysis;2022-01-13 09:16:13;uji;Syubhat
20248413061dfedbb644753078837433;Cek kelompok bahan;2022-01-13 09:16:27;uji;Syubhat
20248413061dfedbb644753078837433;Cek bahan kritis gula;2022-01-13 09:16:43;uji;Syubhat
20248413061dfedbb644753078837433;Cek sumber karbon aktif;2022-01-13 09:16:58;uji;Syubhat
20248413061dfedbb644753078837433;Cek kehalalan hewan (karbon aktif);2022-01-13 09:17:12;uji;Halal
20248413061dfedbb644753078837433;Cek metode penyembelihan (karbon aktif);2022-01-13 09:17:29;uji;Halal
20248413061dfedbb644753078837433;Ambil Kesimpulan;2022-01-13 09:18:10;uji;Halal
20687866261e0048340ed95040227804;Cek informasi bahan;2022-01-13 10:53:03;uji;Syubhat
20687866261e0048340ed95040227804;Cek sertifikat halal;2022-01-13 10:53:15;uji;Syubhat
20687866261e0048340ed95040227804;Cek certificate analysis;2022-01-13 10:53:33;uji;Syubhat
20687866261e0048340ed95040227804;Cek kelompok bahan;2022-01-13 10:53:48;uji;Syubhat
20687866261e0048340ed95040227804;Cek bahan kritis jam/selai;2022-01-13 10:54:09;uji;Syubhat
20687866261e0048340ed95040227804;Cek jenis pewarna;2022-01-13 10:54:26;uji;Syubhat
20687866261e0048340ed95040227804;Cek kandungan pewarna;2022-01-13 10:54:39;uji;Syubhat
20687866261e0048340ed95040227804;Cek kandungan pelarut (pewarna);2022-01-13 10:54:59;uji;Syubhat
20687866261e0048340ed95040227804;Cek kandungan pelapis (pewarna);2022-01-13 10:55:32;uji;Syubhat
20687866261e0048340ed95040227804;Cek sumber etanol (pewarna);2022-01-13 10:55:16;uji;Halal
20687866261e0048340ed95040227804;Cek kehalalan hewan (pewarna);2022-01-13 10:55:47;uji;Halal
20687866261e0048340ed95040227804;Cek metode penyembelihan (pewarna);2022-01-13 10:56:02;uji;Haram
20687866261e0048340ed95040227804;Ambil Kesimpulan;2022-01-13 10:56:19;uji;Haram
21066284161ddad383ba293090590588;Cek informasi bahan;2022-01-11 16:15:58;uji;Syubhat
21066284161ddad383ba293090590588;Cek sertifikat halal;2022-01-11 16:16:07;uji;Syubhat
21066284161ddad383ba293090590588;Cek certificate analysis;2022-01-11 16:16:17;uji;Syubhat
21066284161ddad383ba293090590588;Cek kelompok bahan;2022-01-11 16:16:27;uji;Syubhat
21066284161ddad383ba293090590588;Cek bahan kritis oleoresin;2022-01-11 16:16:38;uji;Syubhat
21066284161ddad383ba293090590588;Cek sumber emulsifier;2022-01-11 16:16:48;uji;Syubhat
21066284161ddad383ba293090590588;Cek kehalalan hewan (emulsifier);2022-01-11 16:16:59;uji;Haram
21066284161ddad383ba293090590588;Ambil Kesimpulan;2022-01-11 16:17:20;uji;Haram
21408081061de9e4318c1d3090079216;Cek informasi bahan;2022-01-12 09:24:24;uji;Syubhat
21408081061de9e4318c1d3090079216;Cek sertifikat halal;2022-01-12 09:24:32;uji;Syubhat
21408081061de9e4318c1d3090079216;Cek certificate analysis;2022-01-12 09:24:43;uji;Syubhat
21408081061de9e4318c1d3090079216;Cek kelompok bahan;2022-01-12 09:24:57;uji;Syubhat
21408081061de9e4318c1d3090079216;Cek bahan kritis jam/selai;2022-01-12 09:25:09;uji;Syubhat
21408081061de9e4318c1d3090079216;Cek kandungan gula;2022-01-12 09:25:21;uji;Syubhat
21408081061de9e4318c1d3090079216;Cek kandungan resin (gula);2022-01-12 09:25:31;uji;Syubhat
21408081061de9e4318c1d3090079216;Cek kehalalan hewan resin (gula);2022-01-12 09:25:47;uji;Haram
21408081061de9e4318c1d3090079216;Ambil Kesimpulan;2022-01-12 09:26:15;uji;Haram
21554565461ddb43c3ead83051646889;Cek informasi bahan;2022-01-11 16:45:53;uji;Syubhat
